1230535	EXPLANATION	What is the largest Ferris wheel in the world today?	Today the Ferris Wheel is still a popular ride in amusement parks and carnivals around the world.	true
1230535	EXPLANATION	What is the largest Ferris wheel in the world today?	.	false
1547386	SUMMARY	Buy a Keg	Deposits for Keg Swaps (bringing in an old EEBC keg, buying a new EEBC keg) will be fully processed every time.	true
1014833	EXPLANATION	This is what you need to know.	After you sign up for a web hosting account, you will need to point your domain to that account on your web host.	false
1014833	EXPLANATION	This is what you need to know.	Information on how to do this can be found in the guide How to Point a Domain Name to Your Website (Or What to Do After Buying Your Domain Name) .	true
1014833	EXPLANATION	This is what you need to know.	.	false
1014833	EXPLANATION	This is what you need to know.	.	false
1014833	EXPLANATION	This is what you need to know.	If you approach your design from this perspective you will have a clear understanding of what your layout needs will be when designing sections beyond the homepage.	true
1014833	EXPLANATION	This is what you need to know.	.	false
1014833	SUMMARY	Design a Web Site	More and more people are surfing the Web on their mobile devices so having a responsive site, or a design that works with all resolutions, is ideal.	true
1103301	SUMMARY	Organize Your Office	21 Tips to Organize Your Office and Get More Done.	true
1103301	SUMMARY	Organize Your Office	10 Ways to Organize Your Home Office by Monday.	true
1103301	SUMMARY	Organize Your Office	Top 40 Tricks and DIY Projects to Organize Your Office.	true
1103301	SUMMARY	Organize Your Office	Organize Your Office and Improve Your Office Design.	true
1103301	SUMMARY	Organize Your Office	How to Organize Your Office for Maximum Productivity.	true
1103301	SUMMARY	Organize Your Office	10 Ideas To Organize Your Office in 10 Minutes or Less.	true
1103301	SUMMARY	Organize Your Office	Great Tips to Organize Your Office Space.	true
344841	SUMMARY	Get over It	Get Over It 2001 Movie Trailer.	true
344841	SUMMARY	Get over It	McBusted - Get Over It.	true
344841	SUMMARY	Get over It	Jeff: " Get over it."	true
344841	SUMMARY	Get over It	Audience Reviews for Get Over It.	true
344841	SUMMARY	Get over It	Get Over It (film).	true
344841	SUMMARY	Get over It	Ultimately Get Over It has just about enough going for it to pass muster.	true
344841	SUMMARY	Get over It	Get Over It is a 2001 American teen comedy loosely based on William Shakespeare 's A Midsummer Night's Dream about a high school senior who desperately tries to win back his ex-girlfriend by joining the school play she and her new boyfriend are performing in, against the advice of friends.	true
344841	SUMMARY	Get over It	Eagles - Get Over It (With Lyrics).	true
344841	SUMMARY	Get over It	Get Over It is a fun and light-hearted teen comedy which serves as a reasonable introduction to one of Shakespeare's best-loved play.	true
344841	SUMMARY	Get over It	After being dumped by his longtime girlfriend, Berke (Ben Foster) turns to his friends for support, but their advice is to GET OVER IT.	true
344841	SUMMARY	Get over It	Alongside more famous teen offerings like Romeo Must Die and 10 Things I Hate About You, we find Get Over It, a loose reworking of A Midsummer Night's Dream with a bright, shiny colour palette and a pre-Spider-Man Kirsten Dunst.	true
344841	SUMMARY	Get over It	There are two angles from which we can approach Get Over It.	true
344841	SUMMARY	Get over It	'Get Over It' is a funny film, that keeps the laughs coming without getting silly, and features some fine performances by all it's actors, with most of the laughs being supplied by Martin Short in the role of the play's eccentric producer.	true
344841	SUMMARY	Get over It	"Get Over It", 2001 Movie Trailer starring Kirsten Dunst, Sisqo, Ben Foster.	true
344841	SUMMARY	Get over It	Get Over It!	true
344841	SUMMARY	Get over It	Get over it.	true
344841	SUMMARY	Get over It	McBusted - Get Over It.	true
344841	SUMMARY	Get over It	Title: Get Over It (2001).	true
344841	SUMMARY	Get over It	Husband:Get over it.	true
344841	SUMMARY	Get over It	get over it.	true
344841	SUMMARY	Get over It	The central theme in Get Over It is that the person that you love now isn't necessarily the person that you're meant to be with.	true
344841	SUMMARY	Get over It	Most people think the phrase "get over it" means to "forget.	true
344841	SUMMARY	Get over It	OK Go - Get Over It.	true
344841	SUMMARY	Get over It	When we say "get over it" we are saying "Don't let the past ruin your life" or "Stop living in the past and stick with the current event."	true
344841	SUMMARY	Get over It	Me: That was the past, get over it.	true
344841	SUMMARY	Get over It	Get Over It attempts to tie the dynamic of its four main characters to the four Athenian lovers in the 'Dream.	true
344841	SUMMARY	Get over It	Get Over It makes no bones about playing fast and loose with Shakespeare, right down to Berke breaking character during the stage show and ad-libbing to convey his love for Kelly.	true
344841	SUMMARY	Get over It	Get Over It was originally rated R due to more sexual dialogue by Mistress Moira and a more explicit view of the strip club.	true
344841	SUMMARY	Get over It	Get Over It 2001 Movie Trailer.	true
344841	SUMMARY	Get over It	Music video by OK Go performing Get Over It.	true
344841	SUMMARY	Get over It	According to the website, the film's critical consensus is, "As with most teen movies, Get Over It is entirely predictable, and there's not enough plot to sustain the length of the movie.	true
344841	SUMMARY	Get over It	OK Go - Get Over It.	true
344841	SUMMARY	Get over It	Looking at Get Over It from the second perspective (i.e. as a teen comedy), it's also a pleasant surprise in a couple of ways.	true
344841	SUMMARY	Get over It	Jeff: "Get over it. "	true
344841	SUMMARY	Get over It	Based on a $22 million budget, Get Over It earned $19,900,366 worldwide.	true
344841	SUMMARY	Get over It	Eagles - Get Over It (With Lyrics).	true
344841	SUMMARY	Get over It	Killer: "Get over it. "	true
344841	SUMMARY	Get over It	Music video by OK Go performing Get Over It.	true
344841	SUMMARY	Get over It	"Get Over It", 2001 Movie Trailer starring Kirsten Dunst, Sisqo, Ben Foster.	true
830191	SUMMARY	Free Your Mind	En Vogue - Free Your Mind (Official Video).	true
830191	SUMMARY	Free Your Mind	Free Your Mind 3.	true
830191	SUMMARY	Free Your Mind	So while there's little on Free Your Mind that couldn't drive dancers to exhaustion, the album's essence is more than just momentum.	true
830191	SUMMARY	Free Your Mind	Thanks to everyone who made Free Your Mind 3 an event to be remembered forever!	true
830191	SUMMARY	Free Your Mind	Free your mind and the rest will follow.	true
830191	SUMMARY	Free Your Mind	Cut Copy - Free Your Mind (Official Video).	true
830191	SUMMARY	Free Your Mind	"Free Your Mind" - the official single and title track from Cut Copy's new album Free Your Mind, out now worldwide.	true
830191	SUMMARY	Free Your Mind	Free Your Mind (song).	true
830191	SUMMARY	Free Your Mind	Free your mind and the rest will follow.	true
830191	SUMMARY	Free Your Mind	Watch this web site for upcoming announcements about Free Your Mind 4!	true
830191	SUMMARY	Free Your Mind	"Free Your Mind" is the name of a Grammy Award -nominated hit single released by the American all-female R&B group En Vogue .	true
830191	SUMMARY	Free Your Mind	"Free Your Mind" debuted at number 89 on the U.S. Billboard Hot 100 the week of September 12, 1992.	true
830191	SUMMARY	Free Your Mind	En Vogue - Free Your Mind (Official Video).	true
830191	SUMMARY	Free Your Mind	Altogether, "Free Your Mind" spent 16 weeks in the top 40 of the Billboard Hot 100.	true
830191	SUMMARY	Free Your Mind	"Free Your Mind" - the official single and title track from Cut Copy's new album Free Your Mind, out now worldwide.	true
830191	SUMMARY	Free Your Mind	Free your mind and the rest will follow.	true
830191	SUMMARY	Free Your Mind	Cut Copy - Free Your Mind (Official Video).	true
830191	SUMMARY	Free Your Mind	"Free Your Mind" used the chorus line of the George Clinton / Funkadelic song, "Free Your Mind and The Rest Will Follow" with his permission.	true
830191	SUMMARY	Free Your Mind	Free your mind and the rest will follow.	true
3585716	SUMMARY	Increase Your Brain Power	10 Simple Ways to Increase Your Brain Power.	true
1134177	EXPLANATION	Find out how to qualify for Medicaid before you apply.	Weâll tell you which programs you and your family qualify for.	false
1134177	EXPLANATION	Find out how to qualify for Medicaid before you apply.	.	false
1134177	EXPLANATION	Find out how to qualify for Medicaid before you apply.	Find out your stateâs Medicaid status and how to apply.	true
1134177	EXPLANATION	Find out how to qualify for Medicaid before you apply.	Select your state below.	false
1134177	EXPLANATION	Find out how to qualify for Medicaid before you apply.	You can apply right now, any time of year, and find out if you qualify.	false
1134177	EXPLANATION	Find out how to qualify for Medicaid before you apply.	If you apply for Medicaid coverage to your state agency, youâll also find out if your children qualify for CHIP.	true
1134177	EXPLANATION	Find out how to qualify for Medicaid before you apply.	If you qualify, coverage can begin immediately.	false
1134177	EXPLANATION	Find out how to qualify for Medicaid before you apply.	.	false
1134177	EXPLANATION	Find out how to qualify for Medicaid before you apply.	To find out if you and your family qualify for Medicaid, CHIP, or a private insurance plan with a single application: Fill out an application in the Health Insurance Marketplace .	true
1134177	SUMMARY	Qualify for Medicaid	Find out if you qualify for Medicaid and CHIP.	true
1134177	SUMMARY	Qualify for Medicaid	To qualify for Medicaid, you may have to first spend down some of your assets.	true
1134177	SUMMARY	Qualify for Medicaid	When you fill out a Marketplace application, you may learn that you qualify for coverage through Medicaid or the Childrenâs Health Insurance Program (CHIP).	true
1134177	SUMMARY	Qualify for Medicaid	Regardless of the specific eligibility group, though, you must meet two types of requirements to qualify for Medicaid .	true
1134177	SUMMARY	Qualify for Medicaid	See If You Qualify for Medicaid or CHIP.	true
1134177	SUMMARY	Qualify for Medicaid	Answer a few income and household questions and weâll tell you if you may qualify for Medicaid or CHIP in your state.	true
1134177	SUMMARY	Qualify for Medicaid	Many individuals who apply for Medicaid find that they have too many assets to qualify.	true
1134177	SUMMARY	Qualify for Medicaid	In states that expanded Medicaid, you may qualify for Medicaid as a single individual if you earn less than about $16,000 a year, while other family sizes can qualify at higher incomes.	true
1134177	SUMMARY	Qualify for Medicaid	Once you qualify for Medicaid , you will have to meet additional functional requirements to qualify for long-term care services .	true
1134177	SUMMARY	Qualify for Medicaid	Some states have additional state only programs to provide medical assistance for certain low-income people who do not qualify for Medicaid.	true
1134177	SUMMARY	Qualify for Medicaid	The process of reducing the value of your assets to qualify for Medicaid is referred to as “spending down.	true
1134177	SUMMARY	Qualify for Medicaid	Whether you qualify for Medicaid coverage may depend on whether your state has decided to expand its Medicaid program to cover more people.	true
1134177	SUMMARY	Qualify for Medicaid	In all states: You may qualify for Medicaid and CHIP based on income, household size, disability, family status, and other factors.	true
1134177	SUMMARY	Qualify for Medicaid	In states reducing Medicaid eligibility, those losing Medicaid coverage would have incomes that would qualify for federal subsidies to help pay for Marketplace coverage.	true
1134177	SUMMARY	Qualify for Medicaid	First, you should know that some assets do not have to be spent or sold to qualify for Medicaid, so these don't need to be spent down.	true
1134177	SUMMARY	Qualify for Medicaid	In states that have expanded Medicaid coverage to all low-income adults: You may qualify for Medicaid based only on your income and family size.	true
1134177	SUMMARY	Qualify for Medicaid	The following individuals may qualify for Medicaid coverage in Ohio:.	true
1134177	SUMMARY	Qualify for Medicaid	If you qualify for Medicaid, you can enroll at any time, not just during open enrollment.	true
1134177	SUMMARY	Qualify for Medicaid	In all states, CHIP provides low-cost health coverage to children in families that earn too much money to qualify for Medicaid.	true
1134177	SUMMARY	Qualify for Medicaid	If you apply for Medicaid coverage to your state agency, youâll also find out if your children qualify for CHIP.	true
1134177	SUMMARY	Qualify for Medicaid	In many cases, if you qualify for Medicaid your children will qualify for either Medicaid or CHIP.	true
1134177	SUMMARY	Qualify for Medicaid	To find out if you and your family qualify for Medicaid, CHIP, or a private insurance plan with a single application: Fill out an application in the Health Insurance Marketplace .	true
1134177	SUMMARY	Qualify for Medicaid	It will tell you whether you qualify for free or low-cost insurance through the Medicaid program or through the new health insurance marketplaces that are being established in every state.	true
1134177	SUMMARY	Qualify for Medicaid	Safe Ways to Spend Down Your Assets to Qualify for Medicaid.	true
1565829	SUMMARY	Travel to Romania	Don't expect Romania to be a cheap travel destination!	true
1565829	SUMMARY	Travel to Romania	We do not recommend “extending” the 90-day period by traveling to another country for a short period and then returning to Romania.	true
1565829	SUMMARY	Travel to Romania	Romania offers countless unique travel experiences that are waiting to be discovered.	true
1565829	SUMMARY	Travel to Romania	CRIMINAL PENALTIES: While traveling or living in Romania, you are subject to its laws.	true
1565829	SUMMARY	Travel to Romania	A cheap way of traveling to or from Romania might be the Balkan Flexipass .	true
1565829	SUMMARY	Travel to Romania	Travel to/from any other country (Schengen or not) from/to Romania will (as of now) result in the normal immigration checks, but travelling to/from another EU country you will not have to pass customs.	true
1565829	SUMMARY	Travel to Romania	Romania offers countless unique travel experiences that are waiting to be discovered.	true
1508910	SUMMARY	Order Checks Online	Bradford Exchange Personal Checks and Services - Order Checks Online Quickly and Securely.	true
1331212	SUMMARY	Kill Japanese Beetles	Insecticidal soap will kill adult Japanese beetles only if it is sprayed directly on the beetle.	true
1331212	SUMMARY	Kill Japanese Beetles	Getting rid of Japanese beetles can seem like a difficult task, but we show you how to kill Japanese beetles, along with tips for Japanese beetle control and management.	true
1331212	SUMMARY	Kill Japanese Beetles	Killing Japanese Beetles.	true
1331212	SUMMARY	Kill Japanese Beetles	Killing Japanese beetles may be an ongoing part of gardening, but having a long term plan, using natural control methods and keeping your plants healthy will help overcome these pests over a period of time.	true
1331212	SUMMARY	Kill Japanese Beetles	If Japanese beetle infestations are light, the safest and most inexpensive route to killing the beetles is to pick them off the plants by hand and drop them into a bucket of soapy water.	true
1331212	SUMMARY	Kill Japanese Beetles	Grub Guard kills the grubs that turn into Japanese beetles.	true
1331212	SUMMARY	Kill Japanese Beetles	The grubs of the Japanese beetle eat the powdery bacterium, and it kills the grub by multiplying in its system.	true
1331212	SUMMARY	Kill Japanese Beetles	Nematodes are microscopic, beneficial worms that kill Japanese beetle grubs before they come out of the ground.	true
1331212	SUMMARY	Kill Japanese Beetles	Gardeners have come up with many ways to kill Japanese Beetles.	true
229843	SUMMARY	Become a Coroner	Please note that when the Coroner and Justice Act 2009 is implemented, the validated registered medical practitioner for 5 years will no longer be accepted as the basic qualification to apply to become a coroner.	true
229843	SUMMARY	Become a Coroner	Becoming a Coroner.	true
229843	SUMMARY	Become a Coroner	What Are the College Requirements for Becoming a Coroner?	true
1663497	SUMMARY	Feed a Corn Snake	How to Feed a Corn Snake.	true
1663497	SUMMARY	Feed a Corn Snake	At this time your Corn Snake may refuse a feed or shy away from being handled, but this depends on the individual snake and how they handle preecdysis.	true
1663497	SUMMARY	Feed a Corn Snake	If your snake is reluctant to feed, which is unlikely in a Corn Snake, then there are a few techniques you can try to encourage your snake to feed.	true
1663497	SUMMARY	Feed a Corn Snake	Intro: How to Feed a Corn Snake.	true
1663497	SUMMARY	Feed a Corn Snake	You may also feed your Corn Snake on chicks and fertilized quail eggs to provide a variation in diet, although these are not recommended as a staple diet as these will not contain all the beneficial nutrients and minerals that rodents have.	true
1663497	SUMMARY	Feed a Corn Snake	Sometimes a Corn Snake may regurgitate it's meal if it is handled too soon after a feeding or if it has been fed an item that is too large for it.	true
132191	SUMMARY	Find an Old Friend	How can I find an old friend for free??	true
132191	SUMMARY	Find an Old Friend	Friends Reunited used to charge a small subscription but now finding old friends is free.	true
132191	SUMMARY	Find an Old Friend	Could an old, lost or missing friend be trying to find you?	true
132191	SUMMARY	Find an Old Friend	With this narrower focus, it’s a place to be if you want to find an old friend or wait for someone to find you.	true
132191	EXPLANATION	You can search by school, name, or email address.	Another option is to check out high school alumni Web sites.	false
132191	EXPLANATION	You can search by school, name, or email address.	Not every school has its own site, but some do, and you can look for it by going to any search engine and typing in the name of the school with the city and state it's located in.	true
132191	EXPLANATION	You can search by school, name, or email address.	You can also search at alumniclass.com , a huge hosting site for thousands of high schools across the U.S..	false
132191	EXPLANATION	You can search by school, name, or email address.	Unless your friend has a unique name, you're likely to get dozens of results.	false
132191	EXPLANATION	You can search by school, name, or email address.	You can narrow your search by adding other criteria like their middle initial or middle name, the city or state they may live in, or even their occupation.	true
132191	EXPLANATION	You can search by school, name, or email address.	You can also do an advanced Google search at google.com/advanced_search , which helps you specify your search for better results.	false
132191	EXPLANATION	You can search by school, name, or email address.	The results are arranged alphabetically.	false
132191	EXPLANATION	You can search by school, name, or email address.	Instead of giving a school or college name, you can search with a specific keyword that’s unique for your institution.	true
132191	EXPLANATION	You can search by school, name, or email address.	.	false
132191	EXPLANATION	You can search by school, name, or email address.	Once you are in, you can search for other members by name (also by maiden name), organization or location.	true
132191	EXPLANATION	You can search by school, name, or email address.	Each organization also has a member directory.	false
158440	SUMMARY	Read a Clock	When you read a clock, you look at the hour hand first, and then you look at the minute hand.	true
158440	SUMMARY	Read a Clock	Reading a Clock.	true
158440	SUMMARY	Read a Clock	Reading a clock takes practice, but after you learn how, it’s very easy to do!	true
158440	SUMMARY	Read a Clock	Did you ever think how necessary is to know how to read time on a clock?	true
158440	SUMMARY	Read a Clock	Read a Clock Great.	true
158440	SUMMARY	Read a Clock	Reading the exact minute on a clock.	true
158440	SUMMARY	Read a Clock	In this lesson, you will learn how to read the exact minute on a clock by using a counting strategy.	true
158440	SUMMARY	Read a Clock	Telling time kids Read A Clock I have now got this app I can do my time homework and learn to tell the time.	true
158440	SUMMARY	Read a Clock	Learn Quickly How to Read the Time on a Clock.	true
158440	SUMMARY	Read a Clock	Telling time read a clock AWESOME!	true
158440	SUMMARY	Read a Clock	Learn Quickly How to Read the Time on a Clock.	true
158440	SUMMARY	Read a Clock	Did you ever think how necessary is to know how to read time on a clock?	true
2236740	SUMMARY	Start a Boutique	Start a loyalty program in your clothing boutique store.	true
2236740	SUMMARY	Start a Boutique	"Open A Boutique Workbook" Will Teach You Everything You Need To Know And Implement To Start Your Boutique Business!	true
2236740	SUMMARY	Start a Boutique	"Open A Boutique Workbook" Will Teach You Everything You Need To Know And Implement To Start Your Boutique Business!	true
2236740	EXPLANATION	If you want to start your own, read on!	And while many users had good things to say about Vend’s technical support, even back then–and while the software itself is so easy to use that general questions will be minimal–email communication is too asynchronous to be an acceptable frontline defense against unforeseen troubles.	false
2236740	EXPLANATION	If you want to start your own, read on!	If you’re a shop owner, and you need help ASAP, you don’t want to send an email and then wait to find out if it was received and read by a person, let alone wonder whether that person is actually working on your problem.	true
2236740	EXPLANATION	If you want to start your own, read on!	Thankfully, this is no longer the case.	false
2236740	EXPLANATION	If you want to start your own, read on!	One of the things that will help balance your daily juggling act will be to establish your store's operating policies, or the rules under which you decide to run your business.	false
2236740	EXPLANATION	If you want to start your own, read on!	It's not until you actually start your own apparel store that you'll realize how many decisions you'll be making on a daily basis, and for that reason, you want to make sure you have a plan.	true
2236740	EXPLANATION	If you want to start your own, read on!	Believe us.	false
1516745	SUMMARY	Wet Set Hair Rollers	Wet Set with Brush Rollers for Long Hair.	true
3942922	SUMMARY	Do the Impossible	"We have done the impossible.	true
3942922	SUMMARY	Do the Impossible	How You Can Train Your Mind To Do The Impossible.	true
3942922	SUMMARY	Do the Impossible	James West and Artemus Gordon of The Wild Wild West are apparently the government's go-to team whenever the impossible needs to be done.	true
3942922	SUMMARY	Do the Impossible	I made a list of all the things I used to think were impossible and then I set out to do them.	true
3942922	SUMMARY	Do the Impossible	By exercising the brain (yes, you can use repetition and habit as you do when you exercise the body), we can achieve what may have previously seemed nearly impossible.	true
3942922	SUMMARY	Do the Impossible	Now I work on my own terms and do my best to live a life of adventure and meaning while doing the impossible.	true
3942922	SUMMARY	Do the Impossible	Surprisingly Elite Cannon Fodder : The hero or heroes survive their superiors trying to kill them so many times deliberately in less important missions that when a crucial task that seems impossible actually does come up, they are the go-to group.	true
3942922	SUMMARY	Do the Impossible	He typically gets sent in to do something "merely" difficult, tries to take the easy way out, finds out things are much worse than they seem, and ends up doing the impossible anyway, only further enhancing his reputation.	true
3942922	SUMMARY	Do the Impossible	I was happy to work with him when he approached me with this project and am excited to see how it inspires people to do the impossible.	true
3942922	SUMMARY	Do the Impossible	If the only choices he has are the impossible and the even more impossibler , he'll do both simultaneously.	true
3942922	SUMMARY	Do the Impossible	Windows 10 may do the impossible: help Microsoft win back the hearts of PC gamers.	true
3942922	SUMMARY	Do the Impossible	and Haruto responds "Isn't doing the impossible what wizards are all about?"	true
3942922	SUMMARY	Do the Impossible	Do The IMPOSSIBLE.	true
3942922	SUMMARY	Do the Impossible	Every one of us can accomplish the impossible in our lives if given the right inspiration and motivation to do so.	true
3942922	SUMMARY	Do the Impossible	Bill Strickland works with the least advantaged among us, and if he can help them achieve the impossible in their lives, think what each of us can do.	true
3942922	SUMMARY	Do the Impossible	In an old Polish series Zmiennicy, one of the workers at a theater says: "I do the impossible offhand, for miracles you have to wait a bit."	true
3942922	SUMMARY	Do the Impossible	We Do the Impossible.	true
880362	SUMMARY	Change the World	Written with keen insight, deep faith, and profound historical grasp, To Change the World will forever change the way Christians view and talk about their role in the modern world.	true
880362	SUMMARY	Change the World	"Change the World" is a song written by Tommy Sims , Gordon Kennedy , and Wayne Kirkpatrick whose best-known version was recorded by Eric Clapton for the soundtrack of the 1996 film, Phenomenon .	true
880362	SUMMARY	Change the World	"Change The World" is track #5 on the album Complete Clapton.	true
880362	SUMMARY	Change the World	Q: Why did you write To Change the World?	true
880362	SUMMARY	Change the World	It was written by Kennedy, Gordon Scott / Kirkpatrick, Wayne / Sims, Tommy L. "Change The World" is track #5 on the album Complete Clapton.	true
880362	SUMMARY	Change the World	In To Change the World, James Davison Hunter offers persuasive--and provocative--answers to these questions.	true
880362	SUMMARY	Change the World	Change the World.	true
880362	SUMMARY	Change the World	For other uses, see Change the World (disambiguation) .	true
880362	SUMMARY	Change the World	"Change the World" is ranked as the 19th biggest hit of 1996.	true
880362	SUMMARY	Change the World	"Change the World".	true
880362	SUMMARY	Change the World	Although "Change the World" is best known by Eric Clapton's unplugged acoustic version, an electric performance of the song was featured on Babyface 's 1997 live album, Babyface MTV Unplugged NYC, with Clapton on co-lead vocals and electric guitar (Babyface served as the song's producer).	true
880362	SUMMARY	Change the World	10 Ideas That Will Change the World.	true
40045	SUMMARY	Smile Like You Mean It	Smile Like You Mean It Lyrics.	true
40045	SUMMARY	Smile Like You Mean It	Smile like you mean it.	true
40045	SUMMARY	Smile Like You Mean It	Smile like you mean it.	true
40045	SUMMARY	Smile Like You Mean It	Smile like you mean it.	true
40045	SUMMARY	Smile Like You Mean It	Smile like you mean it.	true
40045	SUMMARY	Smile Like You Mean It	Smile like you mean it.	true
40045	SUMMARY	Smile Like You Mean It	Smile like you mean it.	true
40045	SUMMARY	Smile Like You Mean It	Smile Like You Mean It - The Killers lyrics.	true
40045	SUMMARY	Smile Like You Mean It	Smile like you mean it.	true
40045	SUMMARY	Smile Like You Mean It	Smile like you mean it.	true
40045	SUMMARY	Smile Like You Mean It	Smile like you mean it.	true
40045	SUMMARY	Smile Like You Mean It	Smile like you mean it.	true
40045	SUMMARY	Smile Like You Mean It	Smile like you mean it.	true
40045	SUMMARY	Smile Like You Mean It	Smile like you mean it.	true
40045	SUMMARY	Smile Like You Mean It	Smile like you mean it.	true
40045	SUMMARY	Smile Like You Mean It	Smile like you mean it.	true
40045	SUMMARY	Smile Like You Mean It	Smile like you mean it.	true
40045	SUMMARY	Smile Like You Mean It	Smile like you mean it.	true
40045	SUMMARY	Smile Like You Mean It	Smile like you mean it.	true
40045	SUMMARY	Smile Like You Mean It	Smile like you mean it.	true
40045	SUMMARY	Smile Like You Mean It	Smile like you mean it.	true
40045	SUMMARY	Smile Like You Mean It	Smile like you mean it.	true
40045	SUMMARY	Smile Like You Mean It	Smile like you mean it.	true
40045	SUMMARY	Smile Like You Mean It	Smile like you mean it.	true
40045	SUMMARY	Smile Like You Mean It	Smile Like You Mean It - The Killers lyrics.	true
40045	SUMMARY	Smile Like You Mean It	Smile like you mean it.	true
40045	SUMMARY	Smile Like You Mean It	Smile like you mean it.	true
40045	SUMMARY	Smile Like You Mean It	Smile Like You Mean It.	true
2398715	SUMMARY	Live for Jesus	In fact, the Words and teachings of Jesus above will have a dramatic effect on how we live our lives IF we don't try to explain them away and nullify them (using bible religion) due to our love for this world.	true
2398715	SUMMARY	Live for Jesus	When we do find other's who are sincerely trying to live their life according to the Words of Jesus, we will try and love them as a manifestation of God's love for them (John 13:34-35).	true
2398715	SUMMARY	Live for Jesus	Could you live like Jesus for a year?	true
2398715	SUMMARY	Live for Jesus	Jesus summed up a life lived for God when a teacher of the law asked Him the most important of commandments.	true
2398715	SUMMARY	Live for Jesus	Is it possible for those who obey Jesus' teachings to live lives that are essentially not significantly different than their kind and agnostic neighbors?	true
2133825	EXPLANATION	The city of Boston is located in the state of Massachusetts in the United States of America.	.	false
2133825	EXPLANATION	The city of Boston is located in the state of Massachusetts in the United States of America.	Boston is the largest city in New England , the capital of the state of Massachusetts , and one of the most historic, wealthy and influential cities in the United States of America .	true
2133825	EXPLANATION	The city of Boston is located in the state of Massachusetts in the United States of America.	Its plethora of museums, historical sights, and wealth of live performances, all explain why the city gets 16.3 million visitors a year, making it one of the ten most popular tourist locations in the country.	false
