716300	Make Gluten Free Brownies
1690	Start Your Own Exercise Regimen and Stick to It
2839404	Be a Complete Noob
480514	Start a Rampage in Grand Theft Auto III
545648	Choose a Nickname on a Pet Site
216325	Be Friends with Someone Younger Than You
841650	Make a Backyard Fish Pond
585353	Be Girlicious
105261	Install a Mail Slot
1121148	Enjoy a Visit to Goa
96350	Say the Letter S (for People Who Have Lisps)
171736	Make Citrus Spray
486587	Make a Sewing Box
1084790	Appear Hygienic
1173504	Think of a Good wikiHow Article to Write
2289649	Download Full Length Movies from FunnyAcid
935162	Troubleshoot Riding Lawnmower Problems
532757	Make a Trebuchet with Popsicle Sticks
630744	Make a Nutella and Banana Cookie Sandwich
445742	Make a Watermelon Basket Fruit Salad
1698614	Do a Kickoff in Cheerleading
912835	Use Aircraft Rudders Correctly
1611845	Grow Cucumbers to Pickle
2279545	Sun Dry Food for Preservation
92981	Build a Social Life as a Senior Citizen
1991674	Treat Athlete's Foot With Oregano Oil
1507321	Control Oily Hair
2017239	Leave Club Penguin (for Pookies)
42371	Walk in a Swamp
134586	Be a Dungeon Master
5364011	Pick a Healthy Sugar Glider
590857	Tattoo Yourself
15473	Make Your Eyes the Spotlight
309748	Do a Flip Turn (Backstroke)
961696	Have Amazingly Soft Lips
965029	Build Your Stage Risers
2014974	Get a Guy at the Movies
228106	Fold a Towel Lobster
57358	Play the "Goofy Gift Exchange" Christmas Game
866337	Clean Converse Shoes Using a Magic Eraser
1218481	Practice the Art of Seduction
3491448	Draw Teeth
2436971	Migrate an Online Store to Magento
5354013	Prevent Abuse
1262103	Get a Man off Your Mind
60179	Use an Epilady
4800149	Put the iPhone 5 to DFU Mode
1404436	Work Faster
5514264	Make a Vegetarian Taco Pie
2655358	Take Your Medicine Every Morning
696090	Open a Pickle Jar
2146857	Change Classical Guitar Strings
1709671	Live the "Perfect" Teen Life
1593704	Get Rid of Cats from Your Garden
419962	Throw the Best Party of the Year
195176	Make a Trampoline Bike
2932159	Send Video Messages on Kik
1861309	Do the Bum Dance on FIFA 12
1383943	Cleanse Your Body With Fresh Fruits and Vegetables
5537277	Get Ready to Do Homework
761791	Raise No TV Children
564439	Kill a Big Daddy in Bioshock
4193516	Make a Hamster Live a Healthy Life
976640	Build an Email Server
2330479	Make Homemade Apple Spice Bath Salt
3271463	Prepare for a Baton Twirling Competition
635548	Create Elderberry Wine
745324	Build a Garden Pond
196826	Follow the Mortgage Accelerator Plus Program
349616	Dress Like Angelina Ballerina
5433491	Become More Popular than the Other Popular Girls
3035762	Make Chestnut Rice in Harvest Moon: Animal Parade
1658789	Buy More Time on an Overdue Assignment
884412	Get Certified Quickly
647942	Get up Earlier
2158147	Take Your First Steps in Understanding and Speaking Mandarin
334730	Move to the Netherlands
1069014	Survive Retirement
3852575	Make a Necklace out of Duct Tape Flowers
411768	Kiss Your Boyfriend
5360341	Make Austrian Bullets with Feta Cheese
536292	Spot if Your Boyfriend Is a User, Cheat or a Player
299291	Do a Wheelie on a Ripstick
113084	Steal a Base
1191712	Build a Flash Animation Using Actionscript 3
1865531	Make a Ginger Cider Martini
1483271	Behave in a Movie Theater
3432961	Start a Fire with Orange Peels
4633022	Plan a Birthday for Your Teenager
2304110	Get SmartyPig for Android
1491073	Fix a Rotated Screen
550768	Write a Nature Haiku
1373350	Write a Good Medical History
2084663	Tamp Coffee
1921818	Take Your Doll out in Public Without Getting Embarrassed
1876837	Color Inside the Lines
1996376	Keep Running Even if You Know You Have to Stop
76333	Set up a Tropical Aquarium
1688274	Get a Doctorate in Economics
1184373	Share a Slideshow on LinkedIn with SlideShare
637196	Get Into Full Servers on Fantage
930329	Make Easy Brownies
5418372	Get Over a Prank
2036594	Send Email on Mozilla Thunderbird
303743	Measure Your Torso to Fit Your Backpack
2213302	Use a Nail Art Pen
3801533	Remove a Review from a List on Yelp
897573	Find the Root Cause of a Network Outage
281523	Be Confident and Popular in Private School
618907	Practice Martial Arts
695443	Make a Superhero
141831	Stop Passive Aggressive Behavior in the Workplace
89374	Stop Your Kids from Using Your Divorce to Their Advantage
1325481	Prepare Your Neighborhood for a Major Emergency
1267864	Make Nut Butter
3298960	Look Like Candice Swanepoel
2525035	Make Fake Handcuffs Look Real
351986	Make Gold Cake
462248	Do a Jump on Rollerskates
1106235	Make a Raw Vegan Brownie
810077	Say I'm Sorry in a Card
1342470	Make a Low Budget Medium Quality Cartoon
1007358	Become a Green Beret
176049	Write a Speech about Your Dog for Show and Tell
5480805	Play Midfield in Girl's Lacrosse
1334714	Get Motivated to Study for a Test in High School
1683459	Identify Fruit and Vegetable
165104	Make Leaf Images
48451	Deal With a Best Friend Cutting the Friendship for Good
2141614	Book Restaurant Reservations
490610	Make Plant Name Markers from Ice Cream Containers
736297	Leave an Igloo on Club Penguin Unusually
427221	Have a Tomboyish Room (for Tomboys)
596436	Build a Compost Container
1652269	Clear Negative Energy
1396602	Plan a Last Minute Memorial Day Weekend Getaway
2533041	Make a Nether Portal Without a Diamond Pickaxe in Minecraft
4011412	Soften a Bread
413129	Be a Good Big Brother or Sister
4069507	Know if Your 5th Grade Girlfriend/Crush Wears a Bra
672279	Play Dwarf Fortress
1406681	Measure Company Growth
789661	Buy a Cordless Drill
4751004	Get Ready for School in INDIA
192804	Determine the Gender of a Rabbit
138713	Make a Real Clan or Guild
715204	Make a White Streak in Your Hair
5106101	Avoid Being Tricked by a Garage Door Repair Company
1153175	Make Indian Dry Mutton
361412	Make a Club Penguin Airlines
647519	Feed a Bearded Dragon
2213004	Use Freegive to Get Free Household Items and More Free Stuff
3162796	Uninstall the Sims 2 on PC
1764083	Train for Rowing
870308	Claim Back Mis Sold Payment Protection Insurance (Ppi)
2109760	Glue PVC Together
2375587	Look Fashionable in P.E
1286575	Make a Frog Habitat for Your American Girl Doll
1487327	Draw a Handgun
293438	Make Low Fat Mousse
650109	Install a Snowmobile Stud
4411105	Start Indoor Rock Climbing
150783	Recruit New People for wikiHow
680715	Make Cranberry Bean and Tomato Soup
545954	Protect Your Computer With a Firewall
1450999	Start a Housekeeping Business
4245262	Use Google Drive Offline
3175686	Hold and Create a Presentation As a Teen
1768128	Begin an Oregon Divorce
4579549	Download Vube Videos with Free Vube Downloader
755093	Exercise Good Phone Manners
281142	Be Like Manny Santos from Degrassi
2809997	Be Kind to Others Without Looking Like a Sycophant
417175	Fill Pot Holes
251912	Make a Toy Computer
1874915	Never Wear the Same Shirt in a Semester
4994101	Avoid Weak Hip Hop
2539528	Get Spybot for Windows 8
5268708	Be a True Warrior Cats Cat
105608	Put a Fancy Edge on a Pie Crust
522707	Make a New Dress from an Old Halloween Costume
1450101	Develop Arm Strength for Baseball
1879450	Make Lime and Ginger Lemonade
1548590	Shave With Shaving Oil Blade/Electric
307110	Search for Available Domain Names
241061	Use up Bits of Hand Soaps for Laundry
3546236	Overcome Agoraphobia Swiftly
3495671	Make an Animal Pillow Box
551375	Encourage Multiple Cats to Get Along with Each Other
2064962	Add Shelves to a Closet
659774	Practice Guitar Scales
473911	Make Storytime Special
1348556	Care for the Skin After Laser Hair Removal
5459138	Save Money on Your Air Conditioning Bill
1510626	Teach Your Kids to Tie Their Shoes
3664856	Make Learning Science Fun for Your Child
3558848	Start a Successful Food Cart Franchise Business in the Philippines
3052956	Judge First and Second Prize in a Sports Raffle
1627250	Draw Fashion Eyes
3303216	Make a Successful Group in Roblox
2240704	Explain Depression
11485	Make Jello Cake
1558395	Make Almond Crusted Salmon
1713843	Plan a Trip to Croatia
1775552	Dry Squash Seeds
274239	Sell World of Warcraft Accounts Effectively
1500372	Write a Poem in Heroic Couplets
762730	Build Your Old Wardrobe Into Something New Without Spending a Fortune
1350287	Use a Belly Putter
1513292	Draw a Cartoon Kiss
1391261	Enjoy the Benefits of Cleansing Your Body
4361187	Make a Bird’s Nest Necklace
1444925	Fix Passive Voice
447209	Train Your Sixth Sense
1929751	Photograph Hummingbirds
448260	Observe a Couple Without Being Noticed
858173	Use TextAloud
652166	Extend Your Li Ion Dell XPS M1210 Laptop Battery Life
383810	Make an Outdoor Hideout
755224	Draw Fast Cars
1334691	Improve Your Life With a Positive Role Model (for Teens)
3841854	Use a Magic 8 Ball
1448675	Prevent a Kitchen Fire
2135402	Craft a Bed in Minecraft
4258947	Plant Corn for Young Kids
4371161	Use H2bid As a Worker in the Water or Wastewater Industry
1906005	Put a Fish in the Water Without Shocking It
144109	Write a Fanfiction Summary
2960955	Make an Animated GIF Banner with GIF Banner Maker
3331810	Role Play Zombie Apocalypse
771851	Switch to Healthy Cooking
4739186	Choose the Right Sperm Donor
5149130	Animate in Pencil 2D Animation Software
1490499	Do Mission 2 on Club Penguin
1114572	Have a Sleepover when You Are Grounded
1337136	Decide if Homeschooling Is Right for You
57563	Determine What Time and Day a Web Page Was Viewed in Internet Explorer
1657692	Be a QMRP
1526438	Use a Battery Charger
770405	Read a Long Book in a Week
4877381	Make Two Ingredient Play Dough
1387296	Build a Presentation Title Page in Sliderocket
2064205	Use a Wine Aerator
1973960	Get a Candy Room on Moshi Monsters
1248733	Train Your Pet
397365	Make a Cheezy Beer Dip
332750	Beat the Mission Keep Your Friends Close on Vice City
1176576	Kiss an Enemy
5536018	Add Dirt to a Zombie Costume
426064	Talk Your Teen out of Getting a Body Piercing
1082159	Relieve Stress when Revising
564967	Be a Socially Responsible Business
812684	Create a Spy Supply Kit
1319830	Buy the Copyright for an Old Book
3409612	Make a Journal Out of a Franklin Covey Planner Cover
3053234	Find Out About Animes
670589	Get to Hawaiian Waters Adventure Park
4461149	Prevent Parkinson's Disease
134348	Twirl a Baton
3150381	Do the "Fake iPad" Prank
674288	Decorate Your Gym Locker for Girls
696338	Wash Long Hair
409433	Challenge Players in the RuneScape Duel Arena
1361532	Change Your Minecraft Skin with MC SkinEdit
1102029	Apply for a Marriage License in Virginia
47994	Make Felt
5569486	Wait for Christmas when It Is November
352690	Make a Rabbit Puppet out of Gloves
316961	Make a Three Fold Duct Tape Wallet
4666930	Get Your Little Brother to Take a Nap
2052973	Blend Essential Oils for Soapmaking
5471177	Not Get wikiHow Users to Hate You
3322667	Overcome Your Carnal Problems and Have a Blissful Relationship with Your Partner
27033	Make Friends All over the World
3024472	Celebrate the Bright Autumn Festival
1589702	Get Lost in a Good Book
5420644	Make Holiday Kids' Crafts
1322064	Look Pretty at the Age of 9 12 (Pre Teen)
989645	Throw a Christmas Party on a Budget
1291854	Become a Certified Translator
377233	Create a Zen Bedroom
305743	Play "The Sign" on an Acoustic Guitar
4027288	Achieve Lighter and Spot Free Skin
1908775	Know when Expressed Breast Milk Is Spoiled
474303	Be a London 'It' Girl
1185363	Use Tumblr
99687	Do a Lifting Chokehold
419677	Stay Cool During the Summer
1682877	Maintain a Linoleum Floor
4246896	Please Your Friends
1243779	Watch an R Rated Movie Secrectly With Your Parents Home
120261	Care for Contact Lenses
4923512	Take Your Teddy Bear on a Bike Ride
1512733	Grow Plants With Grow Lights
830728	Small Talk for Successful Business Networking
117223	Accept a Close Friend's Sexual Orientation
972901	Purchase Witchcraft Supplies
1517927	Get Into The Imperial Age on Age of Empires 2
3679094	Cook Tonggol
1126110	Be a Reclusive Author
612954	Decide Who You Should Date as a Teenager
1308729	Teach Students to Write Main Body Paragraphs Using the T.E.X.A.S. Formula
2215011	Dry Highlight Your Hair
2297871	Send Email on the iPhone
420988	Be a Perfect, Beautiful Redhead
365299	Keep a Goldfish Happy and Healthy
1611485	Do a Knee Tuck
1333480	Be an iCarly Fan
5567931	Be Your Own Beauty
196355	Play Siamese Chess
1330208	Sharpen a Kitchen Knife
824344	Juggle Fire
1324487	Make Lemon Mousse
1446592	Create Suspense in Fiction
724670	Draw a Cartoon Face (Upside Down Method)
4567546	Choose a Motor Controller
1555862	Prepare a Pre Teen for Puberty Changes
1123143	Tolerate Getting Wisdom Teeth Pulled
49305	Perform a Taekwondo Front Kick
1394741	Create Your Own T Shirt
1040045	Look Asiatic when You're Not
4266059	Create Gifographics
1402474	Measure Return on Assets
2600197	Cut a Kohlrabi Stalk
1115517	Make Herb De Provence
895545	Camp During the Day (for Kids and Pre Teens)
1339245	Help Reduce Sex Trafficking in Your Town
326859	Do a Superman on a Dirtbike
5444618	Make a Fairy House from Two Shoe Boxes
597791	Make Quick Fudge Icing
1456287	Stop Butter Burning
2310218	Identify Music With Android
33191	Bring out Natural Red and Blond Highlights
1977670	Make a Smiley Face on Paint.Net
403271	Play Hotshot
732694	Teach Children Water Safety Without a Swimming Pool
2555113	Listen to Free Disney Parks Music Online on Live365
1413816	Make Flash Paper
454360	Insert a Quicktime Movie Into iDvd
496537	Be a Toddler or Baby on Club Penguin
2132734	Prepare Kichari (Mung Bean & Rice)
4154656	Make a Chicken Paste/Spread Sandwich
1818881	Install the Del.icio.Us Extension in Firefox
860697	Get Around the 2 Minute Ban from Typing on Navyfield
1304699	File an Ohio Unemployment Claim
4879882	Test a Kenmore Ultra Dishwasher Model 66513743k603 That Will Not Start for a Defective Control Board or Control Panel
1431229	Set a Barometer
5037864	Draw a Neopoprealist Illustration "PEACE"
2970384	Win a Civil Lawsuit
328479	Look Like Whitney Port from "The Hills"
3527054	Make a Mob Spawner in Minecraft
1204622	Cleanse Your Web Copy of Jargon
3687511	Perform the Impossible Count Card Trick
422007	Have the Best Halloween Costume
373607	Become an Ohio State Fan
73432	Clean Stains off a Suede Purse
2432497	Make Almond Cream
28144	Make a No Bake Chocolate Peanut Butter Ball
1117895	Make Homemade Pom Poms
83487	Organize a Group Translation Project
1612068	Buy a Retired Police Dog
5345976	Make Beats Like Kanye West
2223505	Change Your Name in Alabama
5421340	Life a Fulfilling Life
1339930	Make Smoke Sausage Mushrooms
2115338	Replace Cables and Outer Housing on a Road/Mountain Bike
1183608	Teach Teens About Budgets
226258	Talk to Parents When You Babysit Their Kids
4889246	Identify Genuine Leather
99868	Write to HM Queen Elizabeth II
1501612	Bring Home a Guy Your Parents Don't Think Much Of
1362952	Eat in Maui on the Cheap
1202814	Install Oracle Java on Ubuntu Linux
3701404	Look Cool While Playing Softball
204779	Debone a Chicken Breast
680108	Teach Children Basic Street Safety when Walking
5596705	Find Wireless Networks
608326	Make Grilled Squid
1648053	Work in Collaboration With a Narcissist
513758	Improve Your Tone on the Flute
1390822	Add Symbols in Blackberry
751328	Get the Best Amount for Your Xbox 360 when Selling
952612	Dress a Salad Healthily
52509	Relax Before Singing on Stage
249970	Use Line Rider
1284709	Imitate Madara Uchiha
2429588	Become Positive, Happy and Optimistic
2269951	Look Beautiful on a Date Without Having to Wear Makeup
222296	Solve the Svchost.Exe 100% CPU Utilization Problem
2300371	Give Your Room a Teenage Look
591884	Be Like Casey Reinhardt
70418	Be Naturally Funny
3036902	Make Omelet Rice on Harvest Moon: Animal Parade
805086	End a Relationship Without Causing Pain
111838	Select a Go Kart Racing Gear Using Gears and Tires
526042	Make a Christmas Tree Snowflake
4672	Change the Paper on Fusuma (Japanese Sliding Doors)
2518039	Talk to a Nerdy Guy
5440574	Be Like Tiffany from Silver Linings Playbook
1151664	Write a Creative Diary
179736	Use the Reloading Tool in Resident Evil 3
3242066	Make Lumberjack Nails
509259	Find Something to Wear on a School Occasion
1549506	Prepare for Getting a Job in a Medical Office
2689248	Wear a Blazer Like a Fashionista
1526934	Balance School and Life (Teens)
2997517	Make Mushroom Soup in Harvest Moon: Animal Parade
751428	Have a New Year's Eve Sleepover (Teens)
98792	Install Cheap Motion Sensor Lighting Indoors
3049339	Log Into the Wikipedia IRC Channel on Freenode.Net
5246820	Keep Away from Water, if You Can't Swim
1156730	Become a Magistrate
118630	Know when It Is Safe to Download Something
223011	Stop a Fight
310831	Make a Short Hairstyle Cute
598493	Eat Mussels
77815	Uninstall Kazaa
597648	Develop Study Guides
102638	Deal With Heat Exhaustion
1064414	Dress up As Ed from Ed, Edd & Eddy
66460	Make Bottle Cap Earrings
2641	Tie a Winter Scarf So It Doesn't Fall Apart
3841157	Create Awesome Talking Friend Movies
287045	Play Fetch With Your Cat
2138255	Get Your Kids to Pack for Travel Instead of You
1382369	Make Butterscotch and Whiskey Brownies
4400708	Choose, Use, and Maintain an Inflatable Boat
1212337	Avoid Germs at the Office
218071	Get 10,000 Additional G's in Harvest Moon Another Wonderful Life
513836	Make Mushroom Broccoli Casserole
26243	Disagree with Your Boss
1161348	Convert Video to Sony Psp Video Mp4 Format With Avs4You Software
2992420	Make Drawstring Bag with Lace Edge
433067	Be Preppy Punk
195366	Loiter
280522	Say Hello in Russian
2174774	Open Email Attachments on an iPad
922622	Pronounce Japanese
1392625	Add Large Images to a Craigslist Post with Listhd
1573064	Be a Cool Preteen Girl
4636	Make a Frizzy Hair Mask (Honey and Almond Oil)
831279	Form a Band Without Spending a Single Dollar
927115	Reduce Toxins in Your Home
736444	Look the Vampire Part (Girls)
1458016	Make a Quick French Onion Soup
5354298	Stand Up from a Bully
4361786	Become a GameFAQs Moderator
887741	Put Your Nerf Recon CS 6 Back Together
1121960	Control Your World
4751406	Do the Splits in 10 Easy Steps
2858254	Make a Basil Berry Martini Cocktail
741659	Be Lucky on Friday the 13th
945855	Be Successful When Selling a Car
1883162	Do the Four Jacks Card Trick
4528682	Honor Past Presidents on President's Day
1939286	Teach in China
964318	Beat Horde Mode on Insane
5025273	Cope with Your Parents As a Teen
5569749	Create a Denim Bag
1594752	Become Confident and Improve Yourself
4698383	Be an Animal Jam Nurse
538327	Sit Beside a Girl in School
5257913	Own an Imaginary Dragon
3465884	Make a Paper Minecraft Pickaxe
4693840	Create Porcelain Tile Flooring Inlays with Waterjet Cutting
4619361	Get Through Classic Mario Bros. Very Quickly
743664	Get a Cool Boyfriend
4659179	Make Perfume Out of Soap
1198018	Negotiate With a Car Salesman
702245	Decorate a T Shirt
3518404	Photograph Wildlife Creatively
2916	Paint Wallpaper Using Gardz
403384	Succeed at Business to Business Sales
117372	Host a Birthday Sleepover
677287	Tell Your Best Guy Friend You Don't Like Him
999248	Choose the Perfect Swimmy Outfit on Club Penguin
3726352	Start a Detective Group
73091	Dress to Impress as a Girl
891482	Cope With Jerks at Your School
1096937	Confirm the Authenticity of a Property Title
56990	Impress Middle School Boys with Your Knowledge of "Family Guy"
3608	Wire 3 Prong to Four Prong
1281715	Throw a Summer Backyard Party
832077	Be Like Alaska Young
1262593	Convince Your Parents to Let You Get Your Ears Pierced
1858013	Put Together a Good Outfit
1502144	Order Chinese Food Over the Phone
11157	Make an Oil Lamp
1656908	Meet New People With Grooovy
496493	Organise a Three Shelved Book Case
1618687	Make a Lemon and  Herb Italian Sandwich
420787	Get a Guy to Like You in Seventh Grade
1760155	Set up a Letter
475099	Make a Peanut Butter Milkshake
277685	Use Modbus Protocol
160151	Keep Your Books Neat
190580	Play "Mother May I"
3646197	Go Pier Fishing
5526402	Gain More Followers and Get More Likes
2871472	Pack for a Airplane Ride
240312	Play Anywhere but the Mouth
1159373	Listen to KISS 95.1 on the Computer
42376	Apply Lip Color
1115868	Make Lavash
42118	Pack Your Possessions When Moving
1310660	Avoid Awkward Silences With the Guy You Like
1514	Force Windows Explorer to Start in the Folder You Want
269998	Keep Someone from Breaking Into Your Car
405817	Dress Like a Berserker
787865	Make a Hotdog With Cheese
169620	Straighten Out a Dollar Bill
2260018	Host an Oscar Party
2223537	Find a Mate on Wolfquest (Easy Way)
4832344	Avoid Diabetes with Food
471102	Solve Kakuro
235657	Avoid Missing a Flight
617652	Change Keyboard Layout in Ubuntu
5482010	Take Care of Your Hamster Properly
3768	Decorate a Kid's Room Without Painting
1526423	Select an Arizona Window Sunscreens Dealer
853014	Master the Segue in Public Speaking
2245939	Make a Workout Plan
1755256	Make Fruit Pops
5289387	Make Your Software Releases Much Better
1345850	Clean Cubic Zirconia
1009188	Get Your Facebook Page Noticed
2331732	Install a Swift Green Sgf G9 Refrigerator Water Filter
1308488	Become a Pilot for British Airways
1108213	Smile When You Are Angry
1959363	Make Money With Referrals Online
516373	Get Special Pet Foods in Webkinz
1421449	Build a Land Yacht
1994324	Make Bacon Cheese Popcorn
1062857	Buy a Wok
1041196	Lime Render a Wall
324825	Overcome Fear of Disease
829012	Cosplay at a Convention
4195228	Stay Cold in a Hot Weather
1999671	Choose Wedding Rings
18467	Speak Professionally on the Phone
805722	Make a Milksicle With Oreos and Cinnamon
59033	Travel Comfortably in a Van
1399376	Trim Shrubs
2217684	Change Your Name in Arizona
2133607	Chop Fresh Thyme
2199014	Categorize a File in Wikimedia Commons
5566233	Stop the Windows Shutdown Process
145957	Make a Strong Stick Fort
1124979	Negotiate a Job Offer That Involves Relocation
5236	Make Yard Sale Signs
895752	Build a Town out of Toys
159170	Create and Develop an Original Character
1399611	Supply a Home Laboratory
1982083	Eliminate Chest Congestion Caused by Quitting Smoking
5545517	Learn from Everthing That Happens
1094943	Be a Scarecrow for Halloween
5520202	Better Understand Fracking
579550	Redo Your Room on a Really Tight Budget
2475009	Use the Scensibles Feminine Hygiene Disposal Bag
83127	Wake Up After Sleeping with Your Legs Crossed
91338	Fix a Running Toilet
929669	Distribute Free Press Release
1404895	Eat Something You Don't Like
1365172	Make a Tallit
24288	Do a Backbend
412419	Become a Disney Channel Actor/Singer
4844763	Homemade Gel Nails
509377	Film a Kung Fu Fighting Scene (Kids)
484844	Work Well As a Team on Left 4 Dead
637717	Have CarequitaGifts.Com Deliver Gifts in Lima, Peru
691605	Get Teachers on Your Side if You Are Bullied
462499	Prank Call With Skype
561272	Snow Blow Your Driveway
610594	Make a Marine Ecosphere
31635	Clean and Disinfect Wooden Cooking Utensils
4995560	Plant a Seed You Don't Know How to Plant
1361016	Get Travel Insurance
1247833	Use Ficus Religiosa Trees in Nepal to Encourage Local Sustainability
1330880	Make a 31 day Bill Organizer
3362492	Be Your Sailor Moon Self
1063997	Make a Hide out for Kids
5494867	Find a Payday Lender in Los Angeles
3955333	Get a Facebook Thumbnail
1103959	Make Bubble Blowing Tools
1783960	Make Homemade Stickers and Embellishments
1219959	Pamper Your Wife
229322	Get Some "Easter Eggs" in Halo 2
546265	Create Masks Using Audio Software
3307452	Find Building Ideas for Minecraft
18142	Create a Copy of a Page in a PDF Document
2207993	Impress a Middle School Karate Girl
382069	Chill a Pop Tart
420896	Create a Free Blog on Choseit
1332160	Administer Activated Charcoal
1010825	Bid Farewell in Russian Language
170296	Fight Like Your Favorite Videogame Fighter
1529713	Find Free Craft Supplies
1657711	Earn Extra Cash from Home
274323	Go From Geek to Chic
2214633	Create a Simple Bow and Arrows
1007699	Make Focaccia Style Flax Bread
326955	Have a Small Waist No Matter the Body Type
988628	Swim the Dolphin
675483	Avoid Networking Mistakes
1442754	Reduce Fat in Your Cooking
3926820	Make a Yarn Puffball
545832	Start a Humming Bird Club
1495982	Read a Book That Has Small Text
1331553	Obtain the Bald Look for Men
2073681	Draw Carrie from the Amazing World of Gumball
1144914	Enjoy a Snow Day
429096	Draw an Airy Star
17901	Help Someone Who Has Swallowed Gasoline
93622	Prepare at a Western Horse Show
104810	Make a Quarter Staff With PVC Pipe
763536	Find Summer Jobs Babysitting
1352185	Convert English to Russian
193618	Plug Your iPod Into Your Car Stereo With an Auxiliary Cable
177442	Go to the Chiropractor Without Fear
170309	Make a Credit Card Flower Box Magnet
15930	Race a Junker on a Dirt Track
1089466	Lose Weight by Doing Things You Like
4528510	Have Hope with Music
1575162	Pretend You're a Novelist
77823	Make a Healthier Pizza and Hamburger
3016472	Bring a Stuffed Animal Home
1354626	Do Remote Viewing
454104	Be an Effective Teammate in Halo 3
1571249	Plan and Film a Sims 2 Movie
1106719	Build Muscular Strength
85972	Deal With an Insincere Friend
1633543	Start a Page in Wikipedia
2539775	Make Gluten Free Peppermint Cream Puffs
521321	Pass a Class Without Really Studying
1520477	Develop As a Musician
1729639	Become a Pretty and Popular Teenage Girl
1015737	Get Brass Key on RuneScape
351814	Involve Your Students in The Green Wave
1862463	Greet a Man
620424	Decide Whether or Not You Want Another Piercing
736835	Dress As a Red Head
3690250	Get Squad Points in Call of Duty Ghosts
4034423	Shop Online in USA Without American Address
1979923	Act Like the Legendary Pokemon Dialga
1196369	Make a Sprite and Dr Pepper Drink
84925	Do the Scottish Highland Fling
5178516	Travel the World Safely Alone As a Woman
1386305	Pick Broccoli
80590	Reduce Income Tax Liability in India
373115	Highlight Your Hair With Highlighter Markers
1019142	Stop Deer from Eating Your Plants and Trees with Soap
2237283	Start a Fabric Store
774729	Count Calorie Intake to Lose Weight Effectively
3039532	Lessen the Chance of Evil Doers Coming Into Your Home
5562202	Boat Train Your Dog on Plastic Grass
3958012	Make a Homemade String Heart
144167	Take Care of Your Long Haired Maine Coon
1955597	Make a Cozy Bunk Bed for Overnight Camp
537381	Write a Captivating CV for Jewellery and Watch Jobs
1504204	Buy a Fruit Basket
58995	Complete the Race for Life
2261412	Care for Itchy and Irritated Skin
365408	Decide Whether or Not to Get an Abortion
124519	Play with a Chihuahua
1303259	Have Non Bumpy Teeth
5541449	Stop Being Islamophobic
67765	Sustain a Long Term Relationship with Your Domestic Partner
895224	Learn to Cook with Cooking Classes
1621010	Improve Your Mother Daughter Relationship
779389	Handle a Chef Knife
594139	Resist Sexual Desires by Following Islamic Traditions
1990689	Print a PowerPoint Presentation
471585	Retone a Photograph with GIMP
1324631	Get Free Music on Your Computer with IM1Music.Net
1676349	Do the Left Leg Splits
485928	Make Bran Water for Cleaning
452488	Make Frito Pie
5589994	Make a Cupcake Club
342924	Make a Naco
